path,label,split,batch,phash,added_at
data/bunnies_batch_260714/lying113.png,lying,train,bunnies_batch_260714,fffffd3908000000,2026-07-15
data/bunnies_batch_260714/lying114.png,lying,train,bunnies_batch_260714,df858f0707070c1f,2026-07-15
data/bunnies_batch_260714/lying115.png,lying,train,bunnies_batch_260714,feccc481f5f07c01,2026-07-15
data/bunnies_batch_260714/lying116.png,lying,train,bunnies_batch_260714,fcf8dc8f8dcd20e0,2026-07-15
data/bunnies_batch_260714/lying117.png,lying,train,bunnies_batch_260714,c0c04010b191c3ef,2026-07-15
data/bunnies_batch_260714/lying12.png,lying,train,bunnies_batch_260714,f18181c1f1f3fdff,2026-07-15
data/bunnies_batch_260714/lying13.png,lying,train,bunnies_batch_260714,00003e7f3e020000,2026-07-15
data/bunnies_batch_260714/lying14.png,lying,val,bunnies_batch_260714,f8f8f872707ce5c3,2026-07-15
data/bunnies_batch_260714/lying15.png,lying,train,bunnies_batch_260714,3f1f00011130ffff,2026-07-15
data/bunnies_batch_260714/lying16.png,lying,train,bunnies_batch_260714,008485c5e3f38f87,2026-07-15
data/bunnies_batch_260714/lying17.png,lying,val,bunnies_batch_260714,00000e1f3b7f3f0f,2026-07-15
data/bunnies_batch_260714/lying18.png,lying,train,bunnies_batch_260714,ef8787c7c3c3c7ef,2026-07-15
data/bunnies_batch_260714/lying19.png,lying,train,bunnies_batch_260714,ff0180c1ffffff7f,2026-07-15
data/bunnies_batch_260714/lying20.png,lying,train,bunnies_batch_260714,98f87e7c78586000,2026-07-15
data/bunnies_batch_260714/lying21.png,lying,train,bunnies_batch_260714,f10181c1f3f3e7ff,2026-07-15
data/bunnies_batch_260714/lying22.png,lying,train,bunnies_batch_260714,70787e3e3c200000,2026-07-15
data/bunnies_batch_260714/lying23.png,lying,val,bunnies_batch_260714,0c3c8f9fff7c7000,2026-07-15
data/bunnies_batch_260714/lying24.png,lying,train,bunnies_batch_260714,ffc09980c0e0e0e0,2026-07-15
data/bunnies_batch_260714/lying25.png,lying,train,bunnies_batch_260714,ff0747470c6c6676,2026-07-15
data/bunnies_batch_260714/lying26.png,lying,train,bunnies_batch_260714,ff01c1c1e3f7ffff,2026-07-15
data/bunnies_batch_260714/lying27.png,lying,train,bunnies_batch_260714,c7030002039fffff,2026-07-15
data/bunnies_batch_260714/lying28.png,lying,val,bunnies_batch_260714,ff99dfd7cf040000,2026-07-15
data/bunnies_batch_260714/lying29.png,lying,train,bunnies_batch_260714,ffffe0e8e1f70303,2026-07-15
data/bunnies_batch_260714/lying30.png,lying,train,bunnies_batch_260714,ffc0c1dfffff0300,2026-07-15
data/bunnies_batch_260714/lying31.png,lying,train,bunnies_batch_260714,ffdfcfcfc7ffe401,2026-07-15
data/bunnies_batch_260714/lying32.png,lying,test,bunnies_batch_260714,00fe7f7eff700000,2026-07-15
data/bunnies_batch_260714/lying33.png,lying,train,bunnies_batch_260714,7effff7810180000,2026-07-15
data/bunnies_batch_260714/lying34.png,lying,train,bunnies_batch_260714,f1a121c1f0f2f7f7,2026-07-15
data/bunnies_batch_260714/lying35.png,lying,val,bunnies_batch_260714,00000e1f3f3f3f1f,2026-07-15
data/bunnies_batch_260714/lying36.png,lying,train,bunnies_batch_260714,0010c7c33fbfffff,2026-07-15
data/bunnies_batch_260714/lying37.png,lying,val,bunnies_batch_260714,70f060e0f8befce0,2026-07-15
data/bunnies_batch_260714/lying38.png,lying,train,bunnies_batch_260714,3c387f3fff6f0000,2026-07-15
data/bunnies_batch_260714/lying39.png,lying,train,bunnies_batch_260714,fff181c1c1f3f3ff,2026-07-15
data/bunnies_batch_260714/lying40.png,lying,train,bunnies_batch_260714,00041812d1feffff,2026-07-15
data/bunnies_batch_260714/lying41.png,lying,val,bunnies_batch_260714,98dedefee4c0e0f0,2026-07-15
data/bunnies_batch_260714/lying42.png,lying,train,bunnies_batch_260714,ff8781810101cfff,2026-07-15
data/bunnies_batch_260714/lying43.png,lying,test,bunnies_batch_260714,ffc03f3f3f38e880,2026-07-15
data/bunnies_batch_260714/lying44.png,lying,val,bunnies_batch_260714,0010787c7e7c3c38,2026-07-15
data/bunnies_batch_260714/lying45.png,lying,test,bunnies_batch_260714,081c1e1e1e1c1800,2026-07-15
data/bunnies_batch_260714/lying46.png,lying,test,bunnies_batch_260714,1e1e7f7e3e0f0c00,2026-07-15
data/bunnies_batch_260714/lying47.png,lying,train,bunnies_batch_260714,ff87838181c0e3ff,2026-07-15
data/bunnies_batch_260714/lying48.png,lying,test,bunnies_batch_260714,ffdf1604048ecece,2026-07-15
data/bunnies_batch_260714/lying49.png,lying,train,bunnies_batch_260714,f7c0a080d0fcfcfc,2026-07-15
data/bunnies_batch_260714/lying50.png,lying,train,bunnies_batch_260714,808080c1c1e7ffff,2026-07-15
data/bunnies_batch_260714/lying51.png,lying,train,bunnies_batch_260714,ffc0c1c1cfffffff,2026-07-15
data/bunnies_batch_260714/lying52.png,lying,test,bunnies_batch_260714,60003cffffc44040,2026-07-15
data/bunnies_batch_260714/lying53.png,lying,train,bunnies_batch_260714,ffc1818181cbdfff,2026-07-15
data/bunnies_batch_260714/lying54.png,lying,train,bunnies_batch_260714,e3c1c1c1c383b3ff,2026-07-15
data/bunnies_batch_260714/lying55.png,lying,train,bunnies_batch_260714,1418000161f3ffbf,2026-07-15
data/bunnies_batch_260714/lying56.png,lying,train,bunnies_batch_260714,b3381e9f9fdf8800,2026-07-15
data/bunnies_batch_260714/lying57.png,lying,val,bunnies_batch_260714,01111d3d2d1e1d3d,2026-07-15
data/bunnies_batch_260714/lying58.png,lying,train,bunnies_batch_260714,002bf2f8349c444e,2026-07-15
data/bunnies_batch_260714/lying59.png,lying,train,bunnies_batch_260714,00067e7c0cdeffff,2026-07-15
data/bunnies_batch_260714/lying60.png,lying,train,bunnies_batch_260714,ffe3838381c3ffff,2026-07-15
data/bunnies_batch_260714/lying61.png,lying,test,bunnies_batch_260714,0c101898d8fbff7f,2026-07-15
data/bunnies_batch_260714/lying62.png,lying,train,bunnies_batch_260714,00103e3e3e101000,2026-07-15
data/bunnies_batch_260714/lying63.png,lying,val,bunnies_batch_260714,ffffef2319230000,2026-07-15
data/bunnies_batch_260714/lying64.png,lying,train,bunnies_batch_260714,000c1c7c7e6c180f,2026-07-15
data/bunnies_batch_260714/lying65.png,lying,val,bunnies_batch_260714,0301f83c1f070380,2026-07-15
data/bunnies_batch_260714/lying66.png,lying,val,bunnies_batch_260714,fffefb00000087ff,2026-07-15
data/bunnies_batch_260714/lying67.png,lying,val,bunnies_batch_260714,f8ff0340063c7d3f,2026-07-15
data/bunnies_batch_260714/lying68.png,lying,train,bunnies_batch_260714,80000a7cf8f00fb1,2026-07-15
data/bunnies_batch_260714/lying69.png,lying,val,bunnies_batch_260714,ff004e7efe80f8f0,2026-07-15
data/bunnies_batch_260714/lying70.png,lying,train,bunnies_batch_260714,000019fffcfeff80,2026-07-15
data/bunnies_batch_260714/lying71.png,lying,test,bunnies_batch_260714,1efffe78040c0000,2026-07-15
data/bunnies_batch_260714/lying72.png,lying,test,bunnies_batch_260714,30322246eaf3f3fb,2026-07-15
data/bunnies_batch_260714/lying73.png,lying,train,bunnies_batch_260714,0f030383e1e3e3ff,2026-07-15
data/bunnies_batch_260714/lying74.png,lying,train,bunnies_batch_260714,efe3f87c3e0e0600,2026-07-15
data/bunnies_batch_260714/lying75.png,lying,test,bunnies_batch_260714,ffffe3e1de1c0000,2026-07-15
data/bunnies_batch_260714/lying76.png,lying,train,bunnies_batch_260714,fffffee180c0f0c0,2026-07-15
data/bunnies_batch_260714/lying77.png,lying,test,bunnies_batch_260714,000083c7eeeeea81,2026-07-15
data/bunnies_batch_260714/lying78.png,lying,train,bunnies_batch_260714,7fffff7f00000000,2026-07-15
data/bunnies_batch_260714/lying79.png,lying,train,bunnies_batch_260714,ffc787c7c3c3c7ff,2026-07-15
data/bunnies_batch_260714/lying80.png,lying,train,bunnies_batch_260714,3fe0ff7f0c000000,2026-07-15
data/bunnies_batch_260714/lying81.png,lying,train,bunnies_batch_260714,1311001c9eeeeecc,2026-07-15
data/bunnies_batch_260714/lying82.png,lying,test,bunnies_batch_260714,0c189bdbfffd89c1,2026-07-15
data/bunnies_batch_260714/lying83.png,lying,train,bunnies_batch_260714,78feff9f1f8ed000,2026-07-15
data/bunnies_batch_260714/lying84.png,lying,train,bunnies_batch_260714,00383e38307f0f33,2026-07-15
data/bunnies_batch_260714/lying85.png,lying,train,bunnies_batch_260714,9fdf7f0f0f070707,2026-07-15
data/bunnies_batch_260714/lying86.png,lying,train,bunnies_batch_260714,ffffe1c033030507,2026-07-15
data/bunnies_batch_260714/lying87.png,lying,train,bunnies_batch_260714,e3e0e0e3ffffffff,2026-07-15
data/bunnies_batch_260714/lying88.png,lying,train,bunnies_batch_260714,ffffe081031f9f80,2026-07-15
data/bunnies_batch_260714/lying89.png,lying,train,bunnies_batch_260714,ff8181c1c3c39bff,2026-07-15
data/bunnies_batch_260714/lying90.png,lying,test,bunnies_batch_260714,fe1c000c7c7173fb,2026-07-15
data/bunnies_batch_260714/lying91.png,lying,train,bunnies_batch_260714,0100e0dbcf8fdf1f,2026-07-15
data/bunnies_batch_260714/lying92.png,lying,train,bunnies_batch_260714,0000000183ffffff,2026-07-15
data/bunnies_batch_260714/lying93.png,lying,train,bunnies_batch_260714,076f4f8f2c407870,2026-07-15
data/bunnies_batch_260714/lying94.png,lying,test,bunnies_batch_260714,80800081fcf4fef7,2026-07-15
data/bunnies_batch_260714/lying95.png,lying,train,bunnies_batch_260714,fffc010000ffffff,2026-07-15
data/bunnies_batch_260714/lying96.png,lying,train,bunnies_batch_260714,ffff0180c1dbffff,2026-07-15
data/bunnies_batch_260714/lying97.png,lying,excluded,bunnies_batch_260714,00fe7f7eff700000,2026-07-15
data/bunnies_batch_260714/lying98.png,lying,val,bunnies_batch_260714,1d9c1613033fbfbf,2026-07-15
data/bunnies_batch_260714/lying99.png,lying,train,bunnies_batch_260714,ff03030310f8f8f0,2026-07-15
data/bunnies_batch_260714/moving01.png,moving,train,bunnies_batch_260714,163c3cbe97c7765f,2026-07-15
data/bunnies_batch_260714/moving02.png,moving,train,bunnies_batch_260714,ff8b8383c1f1f3ff,2026-07-15
data/bunnies_batch_260714/moving03.png,moving,val,bunnies_batch_260714,0c1fcfc741d9fb43,2026-07-15
data/bunnies_batch_260714/moving04.png,moving,test,bunnies_batch_260714,07010331f787f7f7,2026-07-15
data/bunnies_batch_260714/moving05.png,moving,train,bunnies_batch_260714,7b67474723331307,2026-07-15
data/bunnies_batch_260714/moving06.png,moving,test,bunnies_batch_260714,ffcbc1e3f3ffffff,2026-07-15
data/bunnies_batch_260714/moving07.png,moving,train,bunnies_batch_260714,ff7f018dfd710200,2026-07-15
data/bunnies_batch_260714/moving08.png,moving,val,bunnies_batch_260714,02e3f7e7ef1bff00,2026-07-15
data/bunnies_batch_260714/side01.png,side,train,bunnies_batch_260714,000000713bbfffff,2026-07-15
data/bunnies_batch_260714/side02.png,side,val,bunnies_batch_260714,0701001f3f1f1f03,2026-07-15
data/bunnies_batch_260714/side03.png,side,val,bunnies_batch_260714,e9c3c38743c3c7fe,2026-07-15
data/bunnies_batch_260714/side04.png,side,train,bunnies_batch_260714,001c8d3d3b3f067e,2026-07-15
data/bunnies_batch_260714/side05.png,side,train,bunnies_batch_260714,e7cd91191f190181,2026-07-15
data/bunnies_batch_260714/side06.png,side,train,bunnies_batch_260714,3f10f8f97f0f0707,2026-07-15
data/bunnies_batch_260714/side07.png,side,train,bunnies_batch_260714,00010f5f7f0323ff,2026-07-15
data/bunnies_batch_260714/side08.png,side,test,bunnies_batch_260714,e0e0e0f8f8b0f0f0,2026-07-15
data/bunnies_batch_260714/side09.png,side,test,bunnies_batch_260714,20301c7c7c7c3820,2026-07-15
data/bunnies_batch_260714/side10.png,side,test,bunnies_batch_260714,5ffffdf8391c0000,2026-07-15
data/bunnies_batch_260714/side11.png,side,train,bunnies_batch_260714,01003e78787c9c01,2026-07-15
data/bunnies_batch_260714/side12.png,side,train,bunnies_batch_260714,fefce8fc3e3e0000,2026-07-15
data/bunnies_batch_260714/side13.png,side,train,bunnies_batch_260714,083e7c7c78782818,2026-07-15
data/bunnies_batch_260714/side14.png,side,train,bunnies_batch_260714,cf8b1b1f1b010001,2026-07-15
data/bunnies_batch_260714/side15.png,side,excluded,bunnies_batch_260714,0701001f3f3d1f03,2026-07-15
data/bunnies_batch_260714/side16.png,side,excluded,bunnies_batch_260714,000000713bbfffff,2026-07-15
data/bunnies_batch_260714/side17.png,side,val,bunnies_batch_260714,f0f0e0bc78000000,2026-07-15
data/bunnies_batch_260714/side18.png,side,train,bunnies_batch_260714,ff3f0f0000ffffff,2026-07-15
data/bunnies_batch_260714/side19.png,side,train,bunnies_batch_260714,00001f1f1f3f7a20,2026-07-15
data/bunnies_batch_260714/side20.png,side,train,bunnies_batch_260714,0098f7207cfcefff,2026-07-15
data/bunnies_batch_260714/side21.png,side,train,bunnies_batch_260714,7838787f3f1e0c00,2026-07-15
data/bunnies_batch_260714/side22.png,side,val,bunnies_batch_260714,c0f1f9f9f103c3c3,2026-07-15
data/bunnies_batch_260714/side23.png,side,train,bunnies_batch_260714,1e1e0f0f6b1b0f00,2026-07-15
data/bunnies_batch_260714/side24.png,side,train,bunnies_batch_260714,ffffec0c18008618,2026-07-15
data/bunnies_batch_260714/side25.png,side,excluded,bunnies_batch_260714,20301c7c7c7c3800,2026-07-15
data/bunnies_batch_260714/side26.png,side,train,bunnies_batch_260714,01003e78f87c1800,2026-07-15
data/bunnies_batch_260714/side27.png,side,test,bunnies_batch_260714,00fc8480033fffff,2026-07-15
data/bunnies_batch_260714/side28.png,side,test,bunnies_batch_260714,000c7c7f7fffffff,2026-07-15
data/bunnies_batch_260714/side29.png,side,train,bunnies_batch_260714,fff1fdfce0000000,2026-07-15
data/bunnies_batch_260714/side30.png,side,val,bunnies_batch_260714,c0e0fcfcfcf8c0c0,2026-07-15
data/bunnies_batch_260714/side31.png,side,train,bunnies_batch_260714,000000fafefcf8e0,2026-07-15
data/bunnies_batch_260714/side32.png,side,test,bunnies_batch_260714,0f539135bcfc6040,2026-07-15
data/bunnies_batch_260714/side33.png,side,train,bunnies_batch_260714,ff0700bf7f9c0000,2026-07-15
data/bunnies_batch_260714/side34.png,side,train,bunnies_batch_260714,fff9c0203183cfff,2026-07-15
data/bunnies_batch_260714/side35.png,side,train,bunnies_batch_260714,00007cfcfc7e3e00,2026-07-15
data/bunnies_batch_260714/side36.png,side,train,bunnies_batch_260714,00206013b0f87880,2026-07-15
data/bunnies_batch_260714/side37.png,side,train,bunnies_batch_260714,0000000e1fffffff,2026-07-15
data/bunnies_batch_260714/side38.png,side,train,bunnies_batch_260714,fffde060101300cb,2026-07-15
data/bunnies_batch_260714/side39.png,side,train,bunnies_batch_260714,ffff7d7a3c000000,2026-07-15
data/bunnies_batch_260714/side40.png,side,train,bunnies_batch_260714,fffec4000381cbff,2026-07-15
data/bunnies_batch_260714/side41.png,side,train,bunnies_batch_260714,34381e0f070f1f1f,2026-07-15
data/bunnies_batch_260714/side42.png,side,test,bunnies_batch_260714,3e0707070f1f3f3f,2026-07-15
data/bunnies_batch_260714/side43.png,side,train,bunnies_batch_260714,3b03013f0f0bc3ff,2026-07-15
data/bunnies_batch_260714/side44.png,side,train,bunnies_batch_260714,ffcfc383c3c7c3e3,2026-07-15
data/bunnies_batch_260714/side45.png,side,train,bunnies_batch_260714,fcfcfa3f1f080000,2026-07-15
data/bunnies_batch_260714/side46.png,side,train,bunnies_batch_260714,ff5f3f3f3f00001f,2026-07-15
data/bunnies_batch_260714/side47.png,side,train,bunnies_batch_260714,2c0c7c7d7f3f0400,2026-07-15
data/bunnies_batch_260714/side48.png,side,train,bunnies_batch_260714,c187878fc3c7c3f7,2026-07-15
data/bunnies_batch_260714/side49.png,side,val,bunnies_batch_260714,fefefcfe2f1f0400,2026-07-15
data/bunnies_batch_260714/side50.png,side,train,bunnies_batch_260714,0000c0e87cfe7eff,2026-07-15
data/bunnies_batch_260714/side51.png,side,train,bunnies_batch_260714,ffdf1f1f03010180,2026-07-15
data/bunnies_batch_260714/side52.png,side,test,bunnies_batch_260714,cf9e80878fbbc3cf,2026-07-15
data/bunnies_batch_260714/side53.png,side,train,bunnies_batch_260714,ff0300033bff9fff,2026-07-15
data/bunnies_batch_260714/side54.png,side,train,bunnies_batch_260714,070703010c6e6f7f,2026-07-15
data/bunnies_batch_260714/side55.png,side,train,bunnies_batch_260714,fff88c9c00060400,2026-07-15
data/bunnies_batch_260714/side56.png,side,train,bunnies_batch_260714,e1c1c3c6c6c4ecfe,2026-07-15
data/bunnies_batch_260714/side57.png,side,train,bunnies_batch_260714,ffdf3f1f0e000000,2026-07-15
data/bunnies_batch_260714/side58.png,side,train,bunnies_batch_260714,1a1f0f0f3f3e1c00,2026-07-15
data/bunnies_batch_260714/side59.png,side,train,bunnies_batch_260714,8783c1d1f0f8d0c0,2026-07-15
data/bunnies_batch_260714/side60.png,side,test,bunnies_batch_260714,043e7e1f1f1f0e0c,2026-07-15
data/bunnies_batch_260714/side61.png,side,val,bunnies_batch_260714,ffcf83838fcfffff,2026-07-15
data/bunnies_batch_260714/side62.png,side,test,bunnies_batch_260714,0000003cfcf9fcf8,2026-07-15
data/bunnies_batch_260714/side63.png,side,train,bunnies_batch_260714,f24078383cc0c1e0,2026-07-15
data/bunnies_batch_260714/side64.png,side,train,bunnies_batch_260714,ffe100087f7e1e1e,2026-07-15
data/bunnies_batch_260714/side65.png,side,train,bunnies_batch_260714,c0fcffff838080c0,2026-07-15
data/bunnies_batch_260714/side66.png,side,val,bunnies_batch_260714,070f1f5f0700403f,2026-07-15
data/bunnies_batch_260714/side67.png,side,train,bunnies_batch_260714,0001871f7f7f0363,2026-07-15
data/bunnies_batch_260714/side68.png,side,test,bunnies_batch_260714,031b1f0f1f0f0000,2026-07-15
data/bunnies_batch_260714/side69.png,side,train,bunnies_batch_260714,7f0ff3fcfce03000,2026-07-15
data/bunnies_batch_260714/side70.png,side,val,bunnies_batch_260714,c068ff1f3e10000e,2026-07-15
data/bunnies_batch_260714/side71.png,side,train,bunnies_batch_260714,fffd7f7e1c000000,2026-07-15
data/bunnies_batch_260714/side72.png,side,train,bunnies_batch_260714,e1c7c3c7c1c3e3f7,2026-07-15
data/bunnies_batch_260714/side73.png,side,val,bunnies_batch_260714,ffe1fdfd7c383818,2026-07-15
data/bunnies_batch_260714/side74.png,side,train,bunnies_batch_260714,030f1f3303034ff1,2026-07-15
data/bunnies_batch_260714/side75.png,side,train,bunnies_batch_260714,00010b3dfcf8fee6,2026-07-15
data/bunnies_batch_260714/side76.png,side,test,bunnies_batch_260714,0700030f0b3fbfff,2026-07-15
data/bunnies_batch_260714/side77.png,side,train,bunnies_batch_260714,ffc1f878f9c0c017,2026-07-15
data/bunnies_batch_260714/side78.png,side,train,bunnies_batch_260714,00043e7f3e303fff,2026-07-15
data/bunnies_batch_260714/side79.png,side,val,bunnies_batch_260714,ff1f1d0981c0e0ff,2026-07-15
data/bunnies_batch_260714/side80.png,side,val,bunnies_batch_260714,0080c0707c3fffff,2026-07-15
data/bunnies_batch_260714/sitting01.png,sitting,train,bunnies_batch_260714,500005cf2f1f0b03,2026-07-15
data/bunnies_batch_260714/sitting02.png,sitting,test,bunnies_batch_260714,e7c3c3c3e7e7c7ff,2026-07-15
data/bunnies_batch_260714/sitting03.png,sitting,train,bunnies_batch_260714,df8787c7e3f3e7ff,2026-07-15
data/bunnies_batch_260714/sitting04.png,sitting,train,bunnies_batch_260714,f74fef7d381c3030,2026-07-15
data/bunnies_batch_260714/sitting05.png,sitting,train,bunnies_batch_260714,7c3e3f3e3c080000,2026-07-15
data/bunnies_batch_260714/sitting06.png,sitting,val,bunnies_batch_260714,70103f6e0faf2c00,2026-07-15
data/bunnies_batch_260714/sitting07.png,sitting,train,bunnies_batch_260714,293038b8b0f07010,2026-07-15
data/bunnies_batch_260714/sitting08.png,sitting,train,bunnies_batch_260714,e10010206444feff,2026-07-15
data/bunnies_batch_260714/sitting09.png,sitting,test,bunnies_batch_260714,0410333f3c0c1b97,2026-07-15
data/bunnies_batch_260714/sitting10.png,sitting,val,bunnies_batch_260714,000838787c7cfc7c,2026-07-15
data/bunnies_batch_260714/sitting11.png,sitting,train,bunnies_batch_260714,9f870701010f0f8f,2026-07-15
data/bunnies_batch_260714/sitting12.png,sitting,train,bunnies_batch_260714,ff471fff7d010010,2026-07-15
data/bunnies_batch_260714/sitting13.png,sitting,val,bunnies_batch_260714,fff9181c0c000000,2026-07-15
data/bunnies_batch_260714/sitting14.png,sitting,train,bunnies_batch_260714,006466e7ffdfdf00,2026-07-15
data/bunnies_batch_260714/sitting15.png,sitting,train,bunnies_batch_260714,ffbf010101016148,2026-07-15
data/bunnies_batch_260714/sitting16.png,sitting,train,bunnies_batch_260714,0d0f9f8dade5e7ff,2026-07-15
data/bunnies_batch_260714/sitting17.png,sitting,train,bunnies_batch_260714,797c7e7e7c140c0c,2026-07-15
data/bunnies_batch_260714/sitting18.png,sitting,train,bunnies_batch_260714,0703038381c3feff,2026-07-15
